F1,F2,F49,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F50,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F30-1,F30-2,F30-3,F30-4,F30-5,F30-6,F30-7,F30-8,F30-9,F30-10,F31,F31-1,F31-2,F31-3,F31-4,F31-5,F31-6,F31-7,F31-8,F31-9,F31-10,F31-11,F31-12,F31-13,F31-14,F31-15,F31-16,F31-17,F31-18,F32,F32-1,F32-2,F32-3,F32-4,F32-5,F32-6,F32-7,F32-8,F32-9,F32-10,F32-11,F32-12,F32-13,F32-14,F32-15,F32-16,F32-17,F32-18,F32-19,F32-20,F33,F33-1,F33-2,F33-3,F33-4,F33-5,F33-6,F33-7,F33-8,F33-9,F33-10,F33-11,F33-12,F33-13,F33-14,F33-15,F33-16,F33-17,F33-18,F33-19,F33-20,F33-21,F33-22,F33-23,F33-24,F33-25,F33-26,F33-27,F33-28,F33-29,F33-30,F33-31,F33-32,F33-33,F33-34,F33-35,F33-36,F33-37,F33-38,F33-39,F33-40,F33-41,F33-42,F33-43,F33-44,F33-45,F33-46,F33-47,F33-48,F33-49,F33-50,F33-51,F33-52,F33-53,F33-54,F33-55,F33-56,F33-57,F33-58,F33-59,F33-60,F33-61,F33-62,F33-63,F33-64,F33-65,F33-66,F33-67,F33-68,F33-69,F33-70,F33-71,F33-72,F33-73,F33-74,F33-75,F33-76,F34,F34-1,F34-2,F34-3,F34-4,F34-5,F34-6,F34-7,F34-8,F34-9,F34-10,F34-11,F34-12,F34-13,F34-14,F34-15,F34-16,F34-17,F34-18,F34-19,F34-20,F34-21,F34-22,F34-23,F34-24,F34-25,F34-26,F34-27,F34-28,F34-29,F34-30,F34-31,F34-32,F34-33,F34-34,F34-35,F34-36,F34-37,F34-38,F34-39,F34-40,F34-41,F34-42,F35,F36,F37,F38,F39,F40,F41,F42,F47,F48,Label
348.0,0.08045977011494253,28.0,8.0,0.23275862068965517,0.0,0.0,88.0,3.9545454545454546,0.6704545454545454,0.5227272727272727,0.4772727272727273,46.0,10.0,147.21074380165285,0.01489028213166144,0.1694915254237288,2032.0220927247249,3.88356111999423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,0.0,348.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,17.0,2443.0,2.0,5.0,6.0,6.0,2.0,0.0,0.0
379.0,0.07651715039577836,29.0,2.0,0.19261213720316622,0.0,0.013192612137203167,85.0,4.458823529411765,0.7529411764705882,0.6823529411764706,0.3176470588235294,52.0,14.0,96.88581314878893,0.00980392156862745,0.21875,2369.4140034615025,4.025789154008228,0.010554089709762533,0.0079155672823219,0.0,0.0,0.002638522427440633,0.005277044854881266,0.0,0.0,6.0,14.166666666666666,0.0,379.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,29.0,27.0,2618.0,1.0,7.0,6.0,4.0,1.0,2.0,0.0
951.0,0.027339642481598318,26.0,9.0,0.19663512092534174,0.0,0.014721345951629864,225.0,4.226666666666667,0.6,0.6044444444444445,0.39555555555555555,94.0,46.0,88.49382716049382,0.008888888888888889,0.34074074074074073,1783.3501324331626,4.655077728279494,0.0,0.017875920084121977,0.0,0.0,0.0,0.0010515247108307045,0.0,0.0,11.0,20.454545454545453,0.0,951.0,20.0,0.0,0.0,2.0,0.0,0.0,6.0,3.0,2.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,84.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,55.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,43.0,84.0,6622.0,4.0,9.0,11.0,9.0,3.0,1.0,0.0
470.0,0.05531914893617021,26.0,2.0,0.21914893617021278,0.0,0.00851063829787234,112.0,4.196428571428571,0.7232142857142857,0.6339285714285714,0.36607142857142855,68.0,12.0,108.41836734693875,0.01093951093951094,0.14814814814814814,2939.987758268481,4.200194316846119,0.002127659574468085,0.00851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,0.0,470.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,52.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,78.0,3290.0,3.0,13.0,6.0,3.0,0.0,1.0,0.0
126.0,0.15873015873015872,20.0,1.0,0.47619047619047616,0.0,0.023809523809523808,33.0,3.8181818181818183,0.7272727272727273,0.5454545454545454,0.45454545454545453,18.0,6.0,220.38567493112947,0.022727272727272728,0.25,1398.603024586592,3.070859268091551,0.0,0.007936507936507936,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.5,0.0,63.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,28.0,1092.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
177.0,0.12994350282485875,23.0,0.0,0.1751412429378531,0.0,0.03954802259887006,36.0,4.916666666666667,0.8055555555555556,0.75,0.25,25.0,4.0,169.7530864197531,0.01746031746031746,0.13793103448275862,2598.051230380679,3.2609188542137857,0.0,0.03954802259887006,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.142857142857143,0.0,177.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,35.0,1218.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0
568.0,0.0528169014084507,30.0,1.0,0.20246478873239437,0.0,0.007042253521126761,124.0,4.580645161290323,0.6774193548387096,0.6532258064516129,0.3467741935483871,67.0,18.0,135.27575442247658,0.013637555730396014,0.21428571428571427,2381.786185357784,4.193022499780671,0.008802816901408451,0.007042253521126761,0.0,0.0,0.0,0.0,0.0,6.0,5.0,24.8,0.0,81.14285714285714,9.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,48.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,48.0,68.0,3955.0,3.0,6.0,10.0,4.0,1.0,2.0,0.0
744.0,0.036290322580645164,27.0,6.0,0.19086021505376344,0.0,0.028225806451612902,174.0,4.275862068965517,0.6494252873563219,0.6379310344827587,0.3620689655172414,85.0,38.0,118.24547496366758,0.01189289748189489,0.336283185840708,2082.047317183006,4.461690875662084,0.0,0.025537634408602152,0.0,0.0,0.0,0.0,0.0,0.0,19.0,9.157894736842104,0.0,744.0,16.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,9.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,66.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,44.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,34.0,47.0,5118.0,5.0,14.0,2.0,5.0,0.0,1.0,0.0
386.0,0.05958549222797927,23.0,2.0,0.30310880829015546,0.0,0.007772020725388601,91.0,4.241758241758242,0.7142857142857143,0.6703296703296703,0.32967032967032966,50.0,20.0,113.512860765608,0.011477411477411478,0.3076923076923077,1954.7057861573019,4.01857883437151,0.0,0.007772020725388601,0.0,0.0,0.0,0.0,0.0,1.0,3.0,30.333333333333332,0.0,193.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,34.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,21.0,44.0,2920.0,3.0,4.0,4.0,2.0,0.0,1.0,0.0
432.0,0.0625,27.0,0.0,0.19444444444444445,0.0,0.004629629629629629,98.0,4.408163265306122,0.7857142857142857,0.6836734693877551,0.3163265306122449,67.0,12.0,91.62848812994584,0.009257311171891438,0.15584415584415584,3530.4249585763396,4.192533407523297,0.0,0.004629629629629629,0.0,0.0,0.0,0.0,0.0,8.0,3.0,32.666666666666664,0.0,48.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,32.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,34.0,26.0,3022.0,9.0,8.0,8.0,2.0,0.0,0.0,0.0
124.0,0.1774193548387097,22.0,0.0,0.18548387096774194,0.0,0.016129032258064516,26.0,4.769230769230769,0.9230769230769231,0.6923076923076923,0.3076923076923077,22.0,4.0,59.171597633136116,0.006153846153846155,0.16666666666666666,3909.7158456257766,3.1514585102430295,0.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.666666666666666,0.0,124.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,9.0,875.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0
358.0,0.07541899441340782,27.0,1.0,0.2122905027932961,0.0,0.0223463687150838,87.0,4.114942528735632,0.735632183908046,0.5517241379310345,0.4482758620689655,49.0,20.0,92.48249438499143,0.009355787222667736,0.3125,1905.4541306259557,4.036680288587205,0.0,0.0223463687150838,0.0,0.0,0.0,0.0,0.0,2.0,8.0,10.875,0.0,119.33333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,33.0,2506.0,4.0,8.0,4.0,2.0,0.0,0.0,0.0
517.0,0.058027079303675046,30.0,5.0,0.20696324951644102,0.0,0.015473887814313346,121.0,4.2727272727272725,0.6528925619834711,0.6611570247933884,0.33884297520661155,61.0,14.0,129.77255651936346,0.013085399449035813,0.17721518987341772,2104.8191839007923,4.145327053224843,0.0,0.007736943907156673,0.0,0.0,0.0,0.0038684719535783366,0.0,0.0,6.0,20.166666666666668,0.0,517.0,8.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,46.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,33.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,41.0,49.0,3612.0,12.0,8.0,5.0,6.0,1.0,0.0,0.0
1019.0,0.029440628066732092,30.0,13.0,0.2168792934249264,0.0,0.005888125613346418,235.0,4.336170212765958,0.6595744680851063,0.6468085106382979,0.35319148936170214,122.0,38.0,88.00362154821187,0.0088379705400982,0.24516129032258063,2564.3507717949838,4.769931729790096,0.008832188420019628,0.008832188420019628,0.0,0.0,0.0,0.0,0.0,0.0,7.0,33.57142857142857,0.0,1019.0,23.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,9.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,80.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,6.0,51.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,48.0,74.0,7169.0,9.0,12.0,15.0,8.0,0.0,2.0,0.0
